rssd9017,rssd9017_name,bank_tier,first_year,last_year,years_observed,innovation_cluster,cluster_name,cluster_full_label,umap_1,umap_2
FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF DELTA,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF DELTA,Small,2012,2021,10,1,Traditional Majority,Small - Traditional Majority,3.3217031955718994,2.9118313789367676
FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF GREENE COUNTY,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF GREENE COUNTY,Small,2012,2021,11,1,Traditional Majority,Small - Traditional Majority,1.230557918548584,6.8730268478393555
FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF GREENSBURG,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF GREENSBURG,Small,2012,2021,10,1,Traditional Majority,Small - Traditional Majority,4.830249786376953,2.9222769737243652
FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF LORAIN,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF LORAIN,Small,2012,2021,10,1,Traditional Majority,Small - Traditional Majority,4.548469543457031,3.007336139678955
FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF MCMINNVILLE,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF MCMINNVILLE,Small,2012,2021,10,1,Traditional Majority,Small - Traditional Majority,5.657713413238525,7.675991058349609
FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF NEWARK,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF NEWARK,Small,2012,2021,10,1,Traditional Majority,Small - Traditional Majority,3.599425792694092,3.0230507850646973
FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF SAN RAFAEL,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF SAN RAFAEL,Small,2012,2021,10,1,Traditional Majority,Small - Traditional Majority,1.8151917457580566,3.594146251678467
FIRST FEDERAL SAVINGS AND LOAN BANK,FIRST FEDERAL SAVINGS AND LOAN BANK,Small,2011,2021,11,1,Traditional Majority,Small - Traditional Majority,1.3324023485183716,4.961196422576904
FIRST FEDERAL SAVINGS BANK,FIRST FEDERAL SAVINGS BANK,Small,2011,2021,11,1,Traditional Majority,Small - Traditional Majority,0.582993745803833,5.517020225524902
FIRST FEDERAL SAVINGS BANK OF ANGOLA,FIRST FEDERAL SAVINGS BANK OF ANGOLA,Small,2012,2021,10,1,Traditional Majority,Small - Traditional Majority,3.797283887863159,1.0237804651260376
FIRST FEDERAL SAVINGS BANK OF CHAMPAIGN-URBANA,FIRST FEDERAL SAVINGS BANK OF CHAMPAIGN-URBANA,Small,2012,2021,10,1,Traditional Majority,Small - Traditional Majority,3.7108404636383057,4.709570407867432
FIRST FEDERAL SAVINGS BANK OF LINCOLNTON,FIRST FEDERAL SAVINGS BANK OF LINCOLNTON,Small,2012,2021,10,1,Traditional Majority,Small - Traditional Majority,2.4899022579193115,6.628485202789307
FIRST FEDERAL SAVINGS BANK OF WASHINGTON,FIRST FEDERAL SAVINGS BANK OF WASHINGTON,Small,2012,2021,10,1,Traditional Majority,Small - Traditional Majority,1.462451696395874,6.400590896606445
FIRST FEDERAL SAVINGS OF MIDDLETOWN,FIRST FEDERAL SAVINGS OF MIDDLETOWN,Small,2012,2021,10,1,Traditional Majority,Small - Traditional Majority,-0.0788840726017952,6.19379186630249
FIRST FIDELITY BANK,FIRST FIDELITY BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.8266921043396,6.017403602600098
FIRST FINANCIAL BANK IN WINNEBAGO,FIRST FINANCIAL BANK IN WINNEBAGO,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,2.2510290145874023,2.437525987625122
FIRST FLORIDA BANK,FIRST FLORIDA BANK,Small,2010,2019,10,1,Traditional Majority,Small - Traditional Majority,5.0286030769348145,6.74981689453125
FIRST FREEDOM BANK,FIRST FREEDOM BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,0.7617461085319519,5.355091571807861
FIRST FSB OF MASCOUTAH,FIRST FSB OF MASCOUTAH,Small,2012,2020,9,1,Traditional Majority,Small - Traditional Majority,0.06372445076704025,7.009541034698486
FIRST GREEN BANK,FIRST GREEN BANK,Small,2010,2018,9,1,Traditional Majority,Small - Traditional Majority,0.21154314279556274,4.970680236816406
FIRST HARRISON BANK,FIRST HARRISON BANK,Small,2012,2021,11,1,Traditional Majority,Small - Traditional Majority,6.33760929107666,5.814098834991455
FIRST HERITAGE BANK,FIRST HERITAGE BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.652011394500732,7.9480414390563965
"FIRST HOPE BANK, A NATIONAL BANKING ASSOCIATION","FIRST HOPE BANK, A NATIONAL BANKING ASSOCIATION",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,1.7072566747665405,3.998004674911499
FIRST INDEPENDENT BANK,FIRST INDEPENDENT BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.71884822845459,7.486204147338867
FIRST IOWA STATE BANK,FIRST IOWA STATE BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.324726104736328,6.813453197479248
FIRST KANSAS BANK,FIRST KANSAS BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,0.6755648255348206,5.991720199584961
"FIRST KENTUCKY BANK, INC.","FIRST KENTUCKY BANK, INC.",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.879625082015991,2.962252140045166
FIRST LANDMARK BANK,FIRST LANDMARK BANK,Small,2010,2018,9,1,Traditional Majority,Small - Traditional Majority,0.7234688997268677,4.873714447021484
"FIRST LIBERTY NATIONAL BANK, THE","FIRST LIBERTY NATIONAL BANK, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,0.17074890434741974,5.979984283447266
FIRST MADISON BANK & TRUST,FIRST MADISON BANK & TRUST,Small,2010,2019,10,1,Traditional Majority,Small - Traditional Majority,2.0531322956085205,6.459438800811768
FIRST MADISON VALLEY BANK,FIRST MADISON VALLEY BANK,Small,2010,2018,9,1,Traditional Majority,Small - Traditional Majority,4.755184173583984,2.6154022216796875
FIRST MARINER BANK,FIRST MARINER BANK,Small,2010,2017,9,1,Traditional Majority,Small - Traditional Majority,4.468104362487793,6.529500961303711
FIRST METRO BANK,FIRST METRO BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,1.5180745124816895,3.651033639907837
FIRST MIDWEST BANK OF DEXTER,FIRST MIDWEST BANK OF DEXTER,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,1.1053773164749146,6.365421295166016
FIRST MIDWEST BANK OF POPLAR BLUFF,FIRST MIDWEST BANK OF POPLAR BLUFF,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,1.0920920372009277,5.640448093414307
FIRST MIDWEST BANK OF THE OZARKS,FIRST MIDWEST BANK OF THE OZARKS,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,1.7080556154251099,6.770677089691162
FIRST MINNESOTA BANK,FIRST MINNESOTA BANK,Small,2010,2019,10,1,Traditional Majority,Small - Traditional Majority,0.8695625066757202,5.443151950836182
FIRST MINNETONKA CITY BANK,FIRST MINNETONKA CITY BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.7337260246276855,4.0213704109191895
FIRST MISSOURI BANK,FIRST MISSOURI BANK,Small,2011,2021,11,1,Traditional Majority,Small - Traditional Majority,3.947057008743286,5.454307556152344
FIRST MISSOURI STATE BANK,FIRST MISSOURI STATE BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,1.9053288698196411,5.2853569984436035
FIRST MISSOURI STATE BANK OF CAPE COUNTY,FIRST MISSOURI STATE BANK OF CAPE COUNTY,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,4.041053295135498,5.593387603759766
"FIRST MONTANA BANK, INC.","FIRST MONTANA BANK, INC.",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,2.674025774002075,4.093407154083252
FIRST NATIONAL BANK,FIRST NATIONAL BANK,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.8246796131134033,5.221175193786621
"FIRST NATIONAL BANK & TRUST CO. OF IRON MOUNTAIN, THE","FIRST NATIONAL BANK & TRUST CO. OF IRON MOUNTAIN, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.7103471755981445,4.652277946472168
FIRST NATIONAL BANK & TRUST COMPANY OF MCALESTER,FIRST NATIONAL BANK & TRUST COMPANY OF MCALESTER,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,0.5887849926948547,5.153474807739258
FIRST NATIONAL BANK & TRUST COMPANY OF WILLISTON,FIRST NATIONAL BANK & TRUST COMPANY OF WILLISTON,Small,2010,2019,10,1,Traditional Majority,Small - Traditional Majority,5.129141807556152,3.208655595779419
"FIRST NATIONAL BANK & TRUST, ELK CITY, OKLAHOMA","FIRST NATIONAL BANK & TRUST, ELK CITY, OKLAHOMA",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,4.885658264160156,3.733410120010376
"FIRST NATIONAL BANK AMES, IOWA","FIRST NATIONAL BANK AMES, IOWA",Small,2010,2021,13,1,Traditional Majority,Small - Traditional Majority,-0.1271972805261612,5.989607810974121
FIRST NATIONAL BANK AND TRUST,FIRST NATIONAL BANK AND TRUST,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.6534972190856934,6.716930389404297
FIRST NATIONAL BANK AND TRUST COMPANY,FIRST NATIONAL BANK AND TRUST COMPANY,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.0055367946624756,4.699633598327637
FIRST NATIONAL BANK AND TRUST COMPANY OF ARDMORE,FIRST NATIONAL BANK AND TRUST COMPANY OF ARDMORE,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,6.017424583435059,6.008888244628906
"FIRST NATIONAL BANK AND TRUST COMPANY OF BROKEN ARROW, THE","FIRST NATIONAL BANK AND TRUST COMPANY OF BROKEN ARROW, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,4.472710132598877,6.401497840881348
"FIRST NATIONAL BANK AND TRUST COMPANY OF MIAMI, THE","FIRST NATIONAL BANK AND TRUST COMPANY OF MIAMI, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.781689167022705,4.657685279846191
"FIRST NATIONAL BANK AND TRUST COMPANY OF OKMULGEE, THE","FIRST NATIONAL BANK AND TRUST COMPANY OF OKMULGEE, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,2.2884316444396973,5.192283630371094
"FIRST NATIONAL BANK AND TRUST COMPANY OF VINITA, THE","FIRST NATIONAL BANK AND TRUST COMPANY OF VINITA, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.819911003112793,6.069506645202637
FIRST NATIONAL BANK AND TRUST COMPANY OF WEATHERFORD,FIRST NATIONAL BANK AND TRUST COMPANY OF WEATHERFORD,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,1.1026283502578735,3.9912049770355225
"FIRST NATIONAL BANK AND TRUST COMPANY, CHICKASHA, OKLAHOMA, THE","FIRST NATIONAL BANK AND TRUST COMPANY, CHICKASHA, OKLAHOMA, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.3584980964660645,2.9157116413116455
FIRST NATIONAL BANK AT DARLINGTON,FIRST NATIONAL BANK AT DARLINGTON,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,1.1783946752548218,6.4831624031066895
"FIRST NATIONAL BANK AT PARIS, THE","FIRST NATIONAL BANK AT PARIS, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,2.4612927436828613,3.032663583755493
"FIRST NATIONAL BANK AT SAINT JAMES, THE","FIRST NATIONAL BANK AT SAINT JAMES, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,2.8547592163085938,5.234814643859863
"FIRST NATIONAL BANK IN AMBOY, THE","FIRST NATIONAL BANK IN AMBOY, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.7729063034057617,4.134415626525879
"FIRST NATIONAL BANK IN CARLYLE, THE","FIRST NATIONAL BANK IN CARLYLE, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,1.2315258979797363,4.922817230224609
FIRST NATIONAL BANK IN CIMARRON,FIRST NATIONAL BANK IN CIMARRON,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.674797296524048,3.3854215145111084
"FIRST NATIONAL BANK IN COOPER, THE","FIRST NATIONAL BANK IN COOPER, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,2.4223945140838623,6.126139163970947
"FIRST NATIONAL BANK IN CRESTON, THE","FIRST NATIONAL BANK IN CRESTON, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,4.005875110626221,3.499739170074463
FIRST NATIONAL BANK IN FAIRFIELD,FIRST NATIONAL BANK IN FAIRFIELD,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,2.529679775238037,3.0874228477478027
"FIRST NATIONAL BANK IN FALFURRIAS, THE","FIRST NATIONAL BANK IN FALFURRIAS, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,-0.39174512028694153,6.180926322937012
FIRST NATIONAL BANK IN FRANKFORT,FIRST NATIONAL BANK IN FRANKFORT,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,4.652422904968262,7.037139892578125
FIRST NATIONAL BANK IN FREDONIA,FIRST NATIONAL BANK IN FREDONIA,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,2.734062671661377,5.7830963134765625
FIRST NATIONAL BANK IN HOWELL,FIRST NATIONAL BANK IN HOWELL,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.298962116241455,8.241198539733887
"FIRST NATIONAL BANK IN MARLOW, THE","FIRST NATIONAL BANK IN MARLOW, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,1.324299931526184,5.044806480407715
FIRST NATIONAL BANK IN NEW BREMEN,FIRST NATIONAL BANK IN NEW BREMEN,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.882803440093994,1.7137631177902222
FIRST NATIONAL BANK IN OLNEY,FIRST NATIONAL BANK IN OLNEY,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.750247001647949,5.940637111663818
FIRST NATIONAL BANK IN ORD,FIRST NATIONAL BANK IN ORD,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.390699863433838,3.339845895767212
FIRST NATIONAL BANK IN PAXTON,FIRST NATIONAL BANK IN PAXTON,Small,2010,2018,9,1,Traditional Majority,Small - Traditional Majority,2.107508897781372,2.3249595165252686
FIRST NATIONAL BANK IN PHILIP,FIRST NATIONAL BANK IN PHILIP,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,2.336153507232666,4.497424125671387
FIRST NATIONAL BANK IN PINCKNEYVILLE,FIRST NATIONAL BANK IN PINCKNEYVILLE,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.101285934448242,3.626866579055786
FIRST NATIONAL BANK IN PORT LAVACA,FIRST NATIONAL BANK IN PORT LAVACA,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,0.9885891079902649,5.242778301239014
FIRST NATIONAL BANK IN PRATT,FIRST NATIONAL BANK IN PRATT,Small,2010,2018,9,1,Traditional Majority,Small - Traditional Majority,1.4450980424880981,6.491626739501953
"FIRST NATIONAL BANK IN STAUNTON, THE","FIRST NATIONAL BANK IN STAUNTON, THE",Small,2010,2019,10,1,Traditional Majority,Small - Traditional Majority,1.2252715826034546,6.8069353103637695
FIRST NATIONAL BANK IN TAYLORVILLE,FIRST NATIONAL BANK IN TAYLORVILLE,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.6505582332611084,1.5744526386260986
FIRST NATIONAL BANK IN TIGERTON,FIRST NATIONAL BANK IN TIGERTON,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,2.157449960708618,4.975028991699219
"FIRST NATIONAL BANK IN TREMONT, THE","FIRST NATIONAL BANK IN TREMONT, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.529438495635986,6.389616012573242
FIRST NATIONAL BANK IN TRINIDAD,FIRST NATIONAL BANK IN TRINIDAD,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,4.788211345672607,2.585407257080078
FIRST NATIONAL BANK MINNESOTA,FIRST NATIONAL BANK MINNESOTA,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,4.023173809051514,6.512752532958984
FIRST NATIONAL BANK NORTHWEST FLORIDA,FIRST NATIONAL BANK NORTHWEST FLORIDA,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.8029274940490723,1.3288594484329224
FIRST NATIONAL BANK OF ABSECON,FIRST NATIONAL BANK OF ABSECON,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,0.13709013164043427,6.8989152908325195
FIRST NATIONAL BANK OF ALBANY/BRECKENRIDGE,FIRST NATIONAL BANK OF ALBANY/BRECKENRIDGE,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,0.409997820854187,7.07431173324585
"FIRST NATIONAL BANK OF ALLENDALE, THE","FIRST NATIONAL BANK OF ALLENDALE, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.1304171085357666,4.008118629455566
FIRST NATIONAL BANK OF ALVIN,FIRST NATIONAL BANK OF ALVIN,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,2.850353479385376,2.5253500938415527
"FIRST NATIONAL BANK OF ANDERSON, THE","FIRST NATIONAL BANK OF ANDERSON, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,2.3467657566070557,5.931541442871094
"FIRST NATIONAL BANK OF ANSON, THE","FIRST NATIONAL BANK OF ANSON, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,5.783238887786865,5.989721298217773
"FIRST NATIONAL BANK OF ARENZVILLE, THE","FIRST NATIONAL BANK OF ARENZVILLE, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.6015756130218506,5.581570148468018
"FIRST NATIONAL BANK OF ASSUMPTION, THE","FIRST NATIONAL BANK OF ASSUMPTION, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,4.019681930541992,0.9774152636528015
"FIRST NATIONAL BANK OF AVA, THE","FIRST NATIONAL BANK OF AVA, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,4.405182361602783,3.241966724395752
"FIRST NATIONAL BANK OF BALLINGER, THE","FIRST NATIONAL BANK OF BALLINGER, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,4.556448459625244,5.514096260070801
"FIRST NATIONAL BANK OF BANGOR, THE","FIRST NATIONAL BANK OF BANGOR, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,1.4877254962921143,8.81922721862793
"FIRST NATIONAL BANK OF BARRY, THE","FIRST NATIONAL BANK OF BARRY, THE",Small,2010,2018,9,1,Traditional Majority,Small - Traditional Majority,3.605842113494873,1.8445038795471191
"FIRST NATIONAL BANK OF BASTROP, THE","FIRST NATIONAL BANK OF BASTROP, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.343757152557373,2.7593064308166504
"FIRST NATIONAL BANK OF BEARDSTOWN, THE","FIRST NATIONAL BANK OF BEARDSTOWN, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,2.500845193862915,4.231935024261475
"FIRST NATIONAL BANK OF BELLEVUE, THE","FIRST NATIONAL BANK OF BELLEVUE, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.0063672065734863,4.908022403717041
"FIRST NATIONAL BANK OF BELLVILLE, THE","FIRST NATIONAL BANK OF BELLVILLE, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.8203396797180176,3.1358160972595215
"FIRST NATIONAL BANK OF BELOIT, THE","FIRST NATIONAL BANK OF BELOIT, THE",Small,2010,2019,10,1,Traditional Majority,Small - Traditional Majority,2.0115156173706055,6.962486267089844
"FIRST NATIONAL BANK OF BEMIDJI, THE","FIRST NATIONAL BANK OF BEMIDJI, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.6446242332458496,3.138869524002075
FIRST NATIONAL BANK OF BENTON,FIRST NATIONAL BANK OF BENTON,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,0.11584088951349258,7.132386207580566
"FIRST NATIONAL BANK OF BLANCHESTER, THE","FIRST NATIONAL BANK OF BLANCHESTER, THE",Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,3.7509572505950928,1.6627013683319092
FIRST NATIONAL BANK OF BOSQUE COUNTY,FIRST NATIONAL BANK OF BOSQUE COUNTY,Small,2010,2021,12,1,Traditional Majority,Small - Traditional Majority,-0.4392910599708557,3.5609006881713867
